date,open,high,low,close,volume,raw_close,change_percent,avg_vol_20d
1981-02-06,0.1283,0.1289,0.1283,0.1283,13865600,28.7392,0.4,24100160.0
1981-02-09,0.12279999999999999,0.12279999999999999,0.12169999999999999,0.12169999999999999,16755200,27.2608,-5.14,23752960.0
1981-02-10,0.12169999999999999,0.1222,0.12169999999999999,0.12169999999999999,18345600,27.2608,0.0,23517760.0
1981-02-11,0.11829999999999999,0.11829999999999999,0.11769999999999999,0.11769999999999999,13843200,26.3648,-3.29,23495360.0
1981-02-12,0.1172,0.1172,0.1166,0.1166,14560000,26.1184,-0.99,23520000.0
1981-02-13,0.115,0.115,0.11379999999999998,0.11379999999999998,11155200,25.4912,-2.33,23408000.0
1981-02-17,0.1166,0.1172,0.1166,0.1166,12275200,26.1184,2.38,21943040.0
1981-02-18,0.12169999999999999,0.12279999999999999,0.12169999999999999,0.12169999999999999,19241600,27.2608,4.43,21400960.0
1981-02-19,0.115,0.115,0.11439999999999999,0.11439999999999999,22310400,25.6256,-6.05,21721280.0
1981-02-20,0.10880000000000001,0.10880000000000001,0.1083,0.1083,24371200,24.2592,-5.31,21162400.0
1981-02-23,0.1099,0.11049999999999999,0.1099,0.1099,14112000,24.6176,1.55,21306880.0
1981-02-24,0.1071,0.1071,0.106,0.106,16979200,23.744,-3.64,20923840.0
1981-02-25,0.1127,0.1133,0.1127,0.1127,19488000,25.2448,6.34,20713280.0
1981-02-26,0.11439999999999999,0.115,0.11439999999999999,0.11439999999999999,10841600,25.6256,1.49,19847520.0
1981-02-27,0.11829999999999999,0.11939999999999999,0.11829999999999999,0.11829999999999999,14761600,26.4992,3.5,18390400.0
1981-03-02,0.1189,0.11939999999999999,0.1189,0.1189,11760000,26.6336,0.44,16668960.0
1981-03-03,0.11769999999999999,0.11769999999999999,0.1172,0.1172,16172800,26.2528,-1.41,16289280.0
1981-03-04,0.1166,0.1166,0.1161,0.1161,13708800,26.0064,-0.88,16017120.0
1981-03-05,0.1161,0.1161,0.11549999999999999,0.11549999999999999,5376000,25.872,-0.56,14892640.0
1981-03-06,0.11549999999999999,0.11549999999999999,0.11439999999999999,0.11439999999999999,11603200,25.6256,-1.01,15076320.0
1981-03-09,0.106,0.106,0.1055,0.1055,15321600,23.632,-7.68,15149120.0
1981-03-10,0.10099999999999999,0.10099999999999999,0.10039999999999999,0.10039999999999999,28380800,22.4896,-4.9,15730400.0
1981-03-11,0.09769999999999998,0.09769999999999998,0.09649999999999999,0.09649999999999999,29859200,21.616,-3.86,16306080.0
1981-03-12,0.10039999999999999,0.10099999999999999,0.10039999999999999,0.10039999999999999,59248000,22.4896,4.02,18576320.0
1981-03-13,0.0999,0.0999,0.0993,0.0993,231302400,22.2432,-1.03,29413440.0
1981-03-16,0.1032,0.10439999999999999,0.1032,0.1032,37228800,23.1168,3.9,30717120.0
1981-03-17,0.1083,0.1094,0.1083,0.1083,43747200,24.2592,4.88,32290720.0
1981-03-18,0.115,0.1161,0.115,0.115,36937600,25.76,6.21,33175520.0
1981-03-19,0.11439999999999999,0.11439999999999999,0.11379999999999998,0.11379999999999998,37811200,25.4912,-1.01,33950560.0
1981-03-20,0.115,0.1161,0.115,0.115,14604800,25.76,1.02,33462240.0
1981-03-23,0.11939999999999999,0.1205,0.11939999999999999,0.11939999999999999,22019200,26.7456,3.82,33857600.0
1981-03-24,0.11939999999999999,0.11939999999999999,0.1189,0.1189,28156800,26.6336,-0.43,34416480.0
1981-03-25,0.11769999999999999,0.11769999999999999,0.1166,0.1166,7056000,26.1184,-1.96,33794880.0
1981-03-26,0.115,0.115,0.11439999999999999,0.11439999999999999,12275200,25.6256,-1.88,33866560.0
1981-03-27,0.111,0.111,0.11049999999999999,0.11049999999999999,12252800,24.752,-3.39,33741120.0
1981-03-30,0.11049999999999999,0.11159999999999999,0.11049999999999999,0.11049999999999999,9900800,24.752,0.0,33648160.0
1981-03-31,0.11049999999999999,0.11049999999999999,0.1094,0.1094,15993600,24.5056,-0.94,33639200.0
1981-04-01,0.10880000000000001,0.10880000000000001,0.1083,0.1083,34070400,24.2592,-1.06,34657280.0
1981-04-02,0.11769999999999999,0.11829999999999999,0.11769999999999999,0.11769999999999999,31404800,26.3648,8.71,35958720.0
1981-04-03,0.11829999999999999,0.1189,0.11829999999999999,0.11829999999999999,16486400,26.4992,0.55,36202880.0
1981-04-06,0.1166,0.1166,0.1161,0.1161,22803200,26.0064,-1.86,36576960.0
1981-04-07,0.11549999999999999,0.11549999999999999,0.115,0.115,10684800,25.76,-1.0,35692160.0
1981-04-08,0.1205,0.12169999999999999,0.1205,0.1205,21952000,26.992,4.83,35296800.0
1981-04-09,0.12279999999999999,0.12329999999999999,0.12279999999999999,0.12279999999999999,12499200,27.5072,1.82,32959360.0
1981-04-10,0.1244,0.125,0.1244,0.1244,33465600,27.8656,1.37,23067520.0
1981-04-13,0.1244,0.125,0.1244,0.1244,16060800,27.8656,0.0,22009120.0
1981-04-14,0.1244,0.125,0.1244,0.1244,6652800,27.8656,0.0,20154400.0
1981-04-15,0.1189,0.1189,0.11829999999999999,0.11829999999999999,34048000,26.4992,-4.88,20009920.0
1981-04-16,0.1122,0.1122,0.11159999999999999,0.11159999999999999,23878400,24.9984,-5.68,19313280.0
1981-04-20,0.115,0.11549999999999999,0.115,0.115,35347200,25.76,3.01,20350400.0
1981-04-21,0.12279999999999999,0.12329999999999999,0.12279999999999999,0.12279999999999999,28537600,27.5072,6.74,20676320.0
1981-04-22,0.12719999999999998,0.1278,0.12719999999999998,0.12719999999999998,18995200,28.4928,3.58,20218240.0
1981-04-23,0.1306,0.1311,0.1306,0.1306,58016000,29.2544,2.74,22766240.0
1981-04-24,0.1306,0.1306,0.12949999999999998,0.12949999999999998,35056000,29.008,-0.89,23905280.0
1981-04-27,0.1289,0.1289,0.1283,0.1283,38528000,28.7392,-0.9,25219040.0
1981-04-28,0.1267,0.1267,0.1261,0.1261,32188800,28.2464,-1.71,26333440.0
1981-04-29,0.125,0.125,0.1244,0.1244,13641600,27.8656,-1.33,26215840.0
1981-04-30,0.1267,0.1278,0.1267,0.1267,12611200,28.3808,1.87,25142880.0
1981-05-01,0.1267,0.1278,0.1267,0.1267,16553600,28.3808,0.0,24400320.0
1981-05-04,0.1267,0.1267,0.1261,0.1261,14448000,28.2464,-0.51,24298400.0
1981-05-05,0.1261,0.1261,0.1256,0.1256,17539200,28.1344,-0.41,24035200.0
1981-05-06,0.12279999999999999,0.12279999999999999,0.1222,0.1222,18950400,27.3728,-2.67,24448480.0
1981-05-07,0.12389999999999998,0.1244,0.12389999999999998,0.12389999999999998,9363200,27.7536,1.37,23819040.0
1981-05-08,0.125,0.1256,0.125,0.125,7907200,28.0,0.83,23589440.0
1981-05-11,0.12279999999999999,0.12279999999999999,0.1222,0.1222,11939200,27.3728,-2.17,22513120.0
1981-05-12,0.1222,0.12389999999999998,0.1222,0.1222,4256000,27.3728,0.0,21922880.0
1981-05-13,0.1222,0.12329999999999999,0.12169999999999999,0.12169999999999999,4905600,27.2608,-0.42,21835520.0
1981-05-14,0.1211,0.1211,0.12,0.12,4928000,26.88,-1.38,20379520.0
1981-05-15,0.12279999999999999,0.1244,0.12279999999999999,0.12279999999999999,4905600,27.5072,2.26,19430880.0
1981-05-18,0.125,0.1261,0.125,0.125,4166400,28.0,1.79,17871840.0
1981-05-19,0.12329999999999999,0.12329999999999999,0.12279999999999999,0.12279999999999999,25424000,27.5072,-1.76,17716160.0
1981-05-20,0.1267,0.1278,0.1267,0.1267,13283200,28.3808,3.26,17430560.0
1981-05-21,0.1339,0.13449999999999998,0.1339,0.1339,32211200,29.9936,5.61,16140320.0
1981-05-22,0.1401,0.1412,0.1401,0.1401,31427200,31.3824,4.63,15958880.0
1981-05-26,0.1401,0.1401,0.13949999999999999,0.13949999999999999,85344000,31.248,-0.37,18299680.0
1981-05-27,0.1473,0.1479,0.1473,0.1473,149497600,32.9952,5.56,24165120.0
1981-05-28,0.1473,0.1479,0.1473,0.1473,73987200,32.9952,0.0,27182400.0
1981-05-29,0.1479,0.14839999999999998,0.1479,0.1479,59382400,33.1296,0.44,29520960.0
1981-06-01,0.1479,0.14839999999999998,0.1479,0.1479,51251200,33.1296,0.0,31255840.0
1981-06-02,0.1412,0.1412,0.14059999999999997,0.14059999999999997,40432000,31.4944,-4.98,32555040.0
1981-06-03,0.14059999999999997,0.1417,0.14059999999999997,0.14059999999999997,39446400,31.4944,0.0,33650400.0
1981-06-04,0.1434,0.144,0.1434,0.1434,56067200,32.1216,2.02,35506240.0
1981-06-05,0.1417,0.1417,0.1412,0.1412,57680000,31.6288,-1.53,37922080.0
1981-06-08,0.1367,0.1367,0.1362,0.1362,93497600,30.5088,-3.57,42201600.0
1981-06-09,0.13899999999999998,0.13949999999999999,0.13899999999999998,0.13899999999999998,119593600,31.136,2.09,47584320.0
1981-06-10,0.14059999999999997,0.14229999999999998,0.14059999999999997,0.14059999999999997,25222400,31.4944,1.12,48632640.0
1981-06-11,0.1468,0.1473,0.1468,0.1468,38976000,32.8832,4.41,50336160.0
1981-06-12,0.1456,0.1456,0.1451,0.1451,25804800,32.5024,-1.14,51380000.0
1981-06-15,0.1451,0.1451,0.1445,0.1445,143763200,32.368,-0.45,58322880.0
1981-06-16,0.14229999999999998,0.14229999999999998,0.1417,0.1417,37251200,31.7408,-1.88,59977120.0
1981-06-17,0.1401,0.1401,0.13949999999999999,0.13949999999999999,27574400,31.248,-1.55,60084640.0
1981-06-18,0.13949999999999999,0.1401,0.13899999999999998,0.13899999999999998,23049600,31.136,-0.37,60572960.0
1981-06-19,0.1356,0.1356,0.13499999999999998,0.13499999999999998,27507200,30.24,-2.88,60337760.0
1981-06-22,0.1306,0.1306,0.13,0.13,10841600,29.12,-3.73,59308480.0
1981-06-23,0.1323,0.1334,0.1323,0.1323,15030400,29.6352,1.79,55792800.0
1981-06-24,0.13,0.13,0.1289,0.1289,23027200,28.8736,-2.54,49469280.0
1981-06-25,0.1317,0.1323,0.1317,0.1317,24259200,29.5008,2.1,46982880.0
1981-06-26,0.1311,0.1311,0.13,0.13,23788800,29.12,-1.28,45203200.0
1981-06-29,0.1267,0.1267,0.1256,0.1256,10595200,28.1344,-3.38,43170400.0
1981-06-30,0.1166,0.1166,0.1161,0.1161,35907200,26.0064,-7.51,42944160.0
1981-07-01,0.11549999999999999,0.11549999999999999,0.115,0.115,170464000,25.76,-1.0,49495040.0
1981-07-02,0.115,0.11549999999999999,0.115,0.115,30284800,25.76,0.0,48205920.0
1981-07-06,0.1122,0.1122,0.111,0.111,16531200,24.864,-3.48,46148480.0
1981-07-07,0.1122,0.1133,0.1122,0.1122,15836800,25.1328,1.05,42265440.0
1981-07-08,0.1166,0.1172,0.1166,0.1166,16620800,26.1184,3.92,37116800.0
1981-07-09,0.1083,0.1083,0.10769999999999999,0.10769999999999999,32883200,24.1248,-7.54,37499840.0
1981-07-10,0.0999,0.0999,0.0993,0.0993,55171200,22.2432,-7.79,38309600.0
1981-07-13,0.1016,0.1021,0.1016,0.1016,45740800,22.7584,2.21,39306400.0
1981-07-14,0.106,0.1071,0.106,0.106,19779200,23.744,4.33,33107200.0
1981-07-15,0.10880000000000001,0.1094,0.10880000000000001,0.10880000000000001,10953600,24.3712,2.68,31792320.0
1981-07-16,0.11159999999999999,0.1127,0.11159999999999999,0.11159999999999999,15232000,24.9984,2.61,31175200.0
1981-07-17,0.11549999999999999,0.1161,0.11549999999999999,0.11549999999999999,19824000,25.872,3.47,31013920.0
1981-07-20,0.1083,0.1083,0.10769999999999999,0.10769999999999999,23654400,24.1248,-6.71,30821280.0
1981-07-21,0.10769999999999999,0.10769999999999999,0.1071,0.1071,31942400,23.9904,-0.6,31876320.0
1981-07-22,0.1021,0.1021,0.10099999999999999,0.10099999999999999,22668800,22.624,-5.67,32258240.0
1981-07-23,0.1038,0.10439999999999999,0.1038,0.1038,34451200,23.2512,2.69,32829440.0
1981-07-24,0.1071,0.10769999999999999,0.1071,0.1071,28851200,23.9904,3.24,33059040.0
1981-07-27,0.11159999999999999,0.1122,0.11159999999999999,0.11159999999999999,17337600,24.9984,4.22,32736480.0
1981-07-28,0.1083,0.1083,0.10769999999999999,0.10769999999999999,22848000,24.1248,-3.47,33349120.0
1981-07-29,0.10659999999999999,0.10659999999999999,0.106,0.106,15500800,23.744,-1.68,32328800.0
1981-07-30,0.1099,0.111,0.1099,0.1099,9900800,24.6176,3.78,24300640.0
1981-07-31,0.11159999999999999,0.1122,0.11159999999999999,0.11159999999999999,10953600,24.9984,1.53,23334080.0
1981-08-03,0.11159999999999999,0.11159999999999999,0.11049999999999999,0.11049999999999999,12432000,24.752,-1.04,23129120.0
1981-08-04,0.1122,0.1127,0.1122,0.1122,31673600,25.1328,1.52,23920960.0
1981-08-05,0.11549999999999999,0.1161,0.11549999999999999,0.11549999999999999,17494400,25.872,3.0,23964640.0
1981-08-06,0.1133,0.1133,0.1127,0.1127,10528000,25.2448,-2.46,22846880.0
1981-08-07,0.1127,0.1133,0.1127,0.1127,9206400,25.2448,0.0,20548640.0
1981-08-10,0.1127,0.1127,0.1127,0.1127,0,25.2448,0.0,18261600.0
1981-08-11,0.11049999999999999,0.11049999999999999,0.1094,0.1094,71456000,24.5056,-2.87,20845440.0
1981-08-12,0.10769999999999999,0.10769999999999999,0.1071,0.1071,26275200,23.9904,-2.13,21611520.0
1981-08-13,0.10439999999999999,0.10439999999999999,0.1038,0.1038,27484800,23.2512,-3.14,22224160.0
1981-08-14,0.1032,0.1032,0.1021,0.1021,24192000,22.8704,-1.62,22442560.0
1981-08-17,0.0999,0.0999,0.0988,0.0988,18905600,22.1312,-3.16,22205120.0
1981-08-18,0.09769999999999998,0.09769999999999998,0.09649999999999999,0.09649999999999999,17001600,21.616,-2.35,21458080.0
1981-08-19,0.09649999999999999,0.09649999999999999,0.09539999999999998,0.09539999999999998,20675200,21.3696,-1.2,21358400.0
1981-08-20,0.09649999999999999,0.09709999999999999,0.09649999999999999,0.09649999999999999,17113600,21.616,1.22,20491520.0
1981-08-21,0.091,0.091,0.0898,0.0898,41910400,20.1152,-6.96,21144480.0
1981-08-24,0.0848,0.0848,0.08429999999999999,0.08429999999999999,23072000,18.8832,-6.19,21431200.0
1981-08-25,0.08650000000000001,0.0871,0.08650000000000001,0.08650000000000001,40700800,19.376,2.61,22323840.0
1981-08-26,0.08539999999999999,0.08539999999999999,0.0848,0.0848,33600000,18.9952,-1.94,23228800.0
1981-08-27,0.08539999999999999,0.08589999999999999,0.08539999999999999,0.08539999999999999,25916800,19.1296,0.76,24029600.0
1981-08-28,0.0898,0.0904,0.0898,0.0898,38035200,20.1152,5.14,25383680.0
1981-08-31,0.0898,0.0904,0.0898,0.0898,40947200,20.1152,0.0,26809440.0
1981-09-01,0.09539999999999998,0.096,0.09539999999999998,0.09539999999999998,37027200,21.3696,6.19,27077120.0
1981-09-02,0.09709999999999999,0.09769999999999998,0.09709999999999999,0.09709999999999999,19376000,21.7504,1.76,27171200.0
1981-09-03,0.09319999999999999,0.09319999999999999,0.0921,0.0921,37475200,20.6304,-5.06,28518560.0
1981-09-04,0.09149999999999998,0.09149999999999998,0.091,0.091,15254400,20.384,-1.26,28820960.0
1981-09-08,0.0887,0.0887,0.08819999999999999,0.08819999999999999,25446400,19.7568,-2.98,30093280.0
1981-09-09,0.08819999999999999,0.0887,0.08819999999999999,0.08819999999999999,30531200,19.7568,0.0,28047040.0
1981-09-10,0.0887,0.08929999999999999,0.0887,0.0887,34809600,19.8688,0.44,28473760.0
1981-09-11,0.08819999999999999,0.08819999999999999,0.0876,0.0876,17539200,19.6224,-1.17,27976480.0
1981-09-14,0.08539999999999999,0.08539999999999999,0.0848,0.0848,27686400,18.9952,-3.24,28151200.0
1981-09-15,0.0831,0.0831,0.0826,0.0826,19510400,18.5024,-2.59,28181440.0
1981-09-16,0.0815,0.0815,0.0809,0.0809,19353600,18.1216,-2.03,28299040.0
1981-09-17,0.07919999999999999,0.07919999999999999,0.07869999999999999,0.07869999999999999,19376000,17.6288,-2.72,28234080.0
1981-09-18,0.07919999999999999,0.0798,0.07919999999999999,0.07919999999999999,26320000,17.7408,0.66,28694400.0
1981-09-21,0.0798,0.08039999999999999,0.0798,0.0798,49033600,17.8752,0.82,29050560.0
1981-09-22,0.0759,0.0759,0.07529999999999999,0.07529999999999999,47420800,16.8672,-5.66,30268000.0
1981-09-23,0.07479999999999999,0.07479999999999999,0.0737,0.0737,28201600,16.5088,-2.23,29643040.0
1981-09-24,0.0737,0.0737,0.0731,0.0731,18300800,16.3744,-0.7,28878080.0
1981-09-25,0.0647,0.0647,0.06359999999999999,0.06359999999999999,34608000,14.2464,-13.07,29312640.0
1981-09-28,0.0642,0.0647,0.0642,0.0642,91728000,14.3808,1.02,31997280.0
1981-09-29,0.06749999999999999,0.0681,0.06749999999999999,0.06749999999999999,94684800,15.12,5.03,34684160.0
1981-09-30,0.0681,0.0686,0.0681,0.0681,49996800,15.2544,0.96,35332640.0
1981-10-01,0.0681,0.0686,0.0681,0.0681,61129600,15.2544,0.0,37420320.0
1981-10-02,0.0737,0.07419999999999999,0.0737,0.0737,45046400,16.5088,8.16,37798880.0
1981-10-05,0.0759,0.077,0.0759,0.0759,43097600,17.0016,2.98,39191040.0
1981-10-06,0.0759,0.0759,0.07529999999999999,0.07529999999999999,28358400,16.8672,-0.68,39336640.0
1981-10-07,0.0798,0.0809,0.0798,0.0798,38841600,17.8752,6.0,39752160.0
1981-10-08,0.0826,0.0831,0.0826,0.0826,31091200,18.5024,3.4,39566240.0
1981-10-09,0.0831,0.08429999999999999,0.0831,0.0831,54521600,18.6144,0.63,41415360.0
1981-10-12,0.08589999999999999,0.08650000000000001,0.08589999999999999,0.08589999999999999,27350400,19.2416,3.42,41398560.0
1981-10-13,0.08589999999999999,0.0871,0.08589999999999999,0.08589999999999999,44195200,19.2416,0.0,42632800.0
1981-10-14,0.0815,0.0815,0.0809,0.0809,30979200,18.1216,-5.86,43214080.0
1981-10-15,0.0826,0.0831,0.0826,0.0826,29433600,18.5024,2.08,43716960.0
1981-10-16,0.08199999999999999,0.08199999999999999,0.0815,0.0815,36467200,18.256,-1.25,44224320.0
1981-10-19,0.0831,0.0837,0.0831,0.0831,20585600,18.6144,1.9,42801920.0
1981-10-20,0.0876,0.08819999999999999,0.0876,0.0876,35728000,19.6224,5.44,42217280.0
1981-10-21,0.0876,0.08819999999999999,0.0876,0.0876,76899200,19.6224,0.0,44652160.0
1981-10-22,0.0876,0.0876,0.0871,0.0871,32278400,19.5104,-0.59,45351040.0
1981-10-23,0.08539999999999999,0.08539999999999999,0.0848,0.0848,27910400,18.9952,-2.67,45016160.0
1981-10-26,0.0848,0.08539999999999999,0.0848,0.0848,27283200,18.9952,0.0,41793920.0
1981-10-27,0.08650000000000001,0.0876,0.08650000000000001,0.08650000000000001,85590400,19.376,1.98,41339200.0
1981-10-28,0.08929999999999999,0.0898,0.08929999999999999,0.08929999999999999,44172800,20.0032,3.29,41048000.0
1981-10-29,0.0887,0.0887,0.08819999999999999,0.08819999999999999,30486400,19.7568,-1.16,39515840.0
1981-10-30,0.08929999999999999,0.0898,0.08929999999999999,0.08929999999999999,52729600,20.0032,1.17,39900000.0
1981-11-02,0.08929999999999999,0.0898,0.08929999999999999,0.08929999999999999,36915200,20.0032,0.0,39590880.0
1981-11-03,0.0887,0.0887,0.08819999999999999,0.08819999999999999,28380800,19.7568,-1.16,39592000.0
1981-11-04,0.08650000000000001,0.08650000000000001,0.08589999999999999,0.08589999999999999,23811200,19.2416,-2.64,38840480.0
1981-11-05,0.08039999999999999,0.08039999999999999,0.0798,0.0798,23363200,17.8752,-7.07,38454080.0
1981-11-06,0.08039999999999999,0.0809,0.08039999999999999,0.08039999999999999,24595200,18.0096,0.65,36957760.0
1981-11-09,0.0815,0.08199999999999999,0.0815,0.0815,20384000,18.256,1.45,36609440.0
1981-11-10,0.08199999999999999,0.0826,0.08199999999999999,0.08199999999999999,16755200,18.368,0.63,35237440.0
1981-11-11,0.08429999999999999,0.0848,0.08429999999999999,0.08429999999999999,27440000,18.8832,2.68,35060480.0
1981-11-12,0.0871,0.0876,0.0871,0.0871,39916800,19.5104,3.37,35584640.0
1981-11-13,0.0815,0.0815,0.0809,0.0809,21011200,18.1216,-7.12,34811840.0
1981-11-16,0.08039999999999999,0.08039999999999999,0.0798,0.0798,22556800,17.8752,-1.28,34910400.0
1981-11-17,0.0815,0.08199999999999999,0.0815,0.0815,35414400,18.256,2.1,34894720.0
1981-11-18,0.08429999999999999,0.0848,0.08429999999999999,0.08429999999999999,29142400,18.8832,3.33,32506880.0
1981-11-19,0.08429999999999999,0.0848,0.08429999999999999,0.08429999999999999,40006400,18.8832,0.0,32893280.0
1981-11-20,0.0848,0.08539999999999999,0.0848,0.0848,38102400,18.9952,0.61,33402880.0
1981-11-23,0.08199999999999999,0.08199999999999999,0.0809,0.0809,22960000,18.1216,-4.57,33186720.0
1981-11-24,0.0809,0.0809,0.08039999999999999,0.08039999999999999,22153600,18.0096,-0.64,30014880.0
1981-11-25,0.08199999999999999,0.0826,0.08199999999999999,0.08199999999999999,52550400,18.368,2.09,30433760.0
1981-11-27,0.08429999999999999,0.0848,0.08429999999999999,0.08429999999999999,37251200,18.8832,2.68,30772000.0
1981-11-30,0.0837,0.0837,0.0831,0.0831,23968000,18.6144,-1.38,29333920.0
1981-12-01,0.0831,0.0837,0.0831,0.0831,23385600,18.6144,0.0,28657440.0
1981-12-02,0.0837,0.08429999999999999,0.0837,0.0837,37564800,18.7488,0.78,29116640.0
1981-12-03,0.0831,0.0831,0.0826,0.0826,20428800,18.5024,-1.39,28947520.0
1981-12-04,0.0848,0.08539999999999999,0.0848,0.0848,137155200,18.9952,2.66,34637120.0
1981-12-07,0.08539999999999999,0.08589999999999999,0.08539999999999999,0.08539999999999999,59292800,19.1296,0.76,36372000.0
1981-12-08,0.0848,0.0848,0.0837,0.0837,50624000,18.7488,-1.97,37884000.0
1981-12-09,0.08429999999999999,0.0848,0.08429999999999999,0.08429999999999999,34272000,18.8832,0.62,38759840.0
1981-12-10,0.08429999999999999,0.0848,0.08429999999999999,0.08429999999999999,37408000,18.8832,0.0,39258240.0
1981-12-11,0.08429999999999999,0.0848,0.0837,0.0837,76092800,18.7488,-0.61,41067040.0
1981-12-14,0.08199999999999999,0.08199999999999999,0.0809,0.0809,25244800,18.1216,-3.4,41278720.0
1981-12-15,0.0831,0.0837,0.0831,0.0831,31315200,18.6144,2.72,41716640.0
1981-12-16,0.0871,0.0876,0.0871,0.0871,65452800,19.5104,4.82,43218560.0
1981-12-17,0.0943,0.0949,0.0943,0.0943,51452800,21.1232,8.31,44334080.0
1981-12-18,0.1021,0.10269999999999999,0.1021,0.1021,71724800,22.8704,8.22,45920000.0
1981-12-21,0.0982,0.0982,0.09769999999999998,0.09769999999999998,56403200,21.8848,-4.3,46835040.0
1981-12-22,0.0993,0.0999,0.0993,0.0993,53827200,22.2432,1.72,48378400.0
1981-12-23,0.09769999999999998,0.09769999999999998,0.09709999999999999,0.09709999999999999,28896000,21.7504,-2.34,48715520.0
1981-12-24,0.09769999999999998,0.0982,0.09769999999999998,0.09769999999999998,28918400,21.8848,0.67,47533920.0
1981-12-28,0.0943,0.0943,0.09319999999999999,0.09319999999999999,36579200,20.8768,-4.63,47500320.0
1981-12-29,0.0949,0.096,0.0949,0.0949,24236800,21.2576,1.8,47513760.0
1981-12-30,0.0988,0.0993,0.0988,0.0988,32188800,22.1312,4.22,47953920.0
1981-12-31,0.0988,0.0993,0.0988,0.0988,54656000,22.1312,0.0,48808480.0
1982-01-04,0.0988,0.0988,0.0982,0.0982,71254400,21.9968,-0.65,51349760.0
1982-01-05,0.0943,0.0943,0.09319999999999999,0.09319999999999999,35840000,20.8768,-5.13,46284000.0
1982-01-06,0.09259999999999999,0.09259999999999999,0.0921,0.0921,66080000,20.6304,-1.11,46623360.0
1982-01-07,0.08589999999999999,0.08589999999999999,0.0848,0.0848,70044800,18.9952,-7.99,47594400.0
